,skin_agg,gender_agg,skin,gender,skin_group,annId,area,split
366031,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,190986,6637,train
92091,"['2', '1', '2']","['Female', 'Unsure', 'Female']",2,Female,Light,190980,31637,val
303499,"['Unsure', 'Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190951,13692,val
303499,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190951,13692,val
493196,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,190950,10596,train
298186,"['3', '2']","['Male', 'Male']",,Male,,190944,30683,train
553992,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190935,24603,train
248911,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190911,7112,train
266124,"['1', '1', '1']","['Female', 'Female', 'Unsure']",1,Female,Light,190910,42546,train
311392,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,190904,6554,val
53410,"['3', '1', '2']","['Male', 'Male', 'Male']",,Male,Light,190903,104033,train
176906,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,190897,25110,train
488346,"['3', '4', '2']","['Male', 'Male', 'Male']",,Male,Light,190871,48159,train
438077,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190869,30693,train
298784,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190867,28927,train
120356,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190848,50483,train
163575,"['1', '2', '5']","['Male', 'Male', 'Male']",,Male,,190842,31994,train
165742,"['5', '4', '5']","['Male', 'Male', 'Male']",5,Male,Dark,190833,77824,train
50145,"['4', '5', 'Unsure']","['Male', 'Male', 'Male']",,Male,,190818,15244,val
490964,"['1', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190817,6874,train
31817,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,190799,93478,val
382848,"['1', '2']","['Female', 'Female']",,Female,,190798,11990,train
259513,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190779,23127,train
230679,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190737,10121,train
149912,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,190736,68562,train
281534,"['Unsure', 'Unsure', '5']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,190729,11679,train
491366,"['1', '2', '1']","['Male', 'Male', 'Male']",1,Male,Light,190722,7351,val
558350,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190698,31578,train
503008,"['Unsure', '3', '4']","['Male', 'Female', 'Female']",,Unsure,,190692,6077,train
70240,"['1', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,190675,66465,train
450711,"['2', '2']","['Male', 'Male']",2,Male,Light,190667,118556,train
500657,"['3', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,190657,38420,train
29587,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190646,17280,train
66771,"['4', '6', '4']","['Male', 'Male', 'Male']",4,Male,Dark,190633,100246,val
201646,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,190624,88862,val
69213,"['5', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,190623,59322,val
414228,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190611,12828,train
87920,"['3', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,190610,37477,train
139169,"['Unsure', '2', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,190598,11056,train
367398,"['1', '3']","['Male', 'Male']",,Male,,190587,57931,train
498758,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190583,10054,train
494629,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190581,84836,train
14004,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190573,39395,train
80522,"['2', '2']","['Unsure', 'Male']",2,,Light,190572,12388,train
285192,"['2', '1', 'Unsure']","['Unsure', 'Male', 'Unsure']",,Unsure,,190562,8767,train
398992,"['1', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,190544,47314,train
460307,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,190533,14594,train
305404,"['3', '2', '1']","['Male', 'Male', 'Unsure']",,Male,Light,190529,6048,train
31773,"['Unsure', '3', '2']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,190526,13231,train
229150,"['6', '5', '6']","['Male', 'Male', 'Unsure']",6,Male,Dark,190513,7765,train
443492,"['3', '2', '2']","['Unsure', 'Male', 'Male']",2,Male,Light,190510,31622,train
455355,"['2', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Female']",Unsure,Female,Unsure,190509,6745,train
46975,"['5', '5', '5']","['Male', 'Unsure', 'Male']",5,Male,Dark,190504,11800,train
322119,"['2', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,190497,56999,train
237881,"['2', '2', 'Unsure']","['Female', 'Female', 'Unsure']",2,Female,Light,190496,11283,train
534887,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,190483,48031,train
61693,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190480,62262,train
445128,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190472,127053,train
21711,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Male']",Unsure,Unsure,Unsure,190466,8680,train
91612,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,190453,64159,train
130076,"['1', '1']","['Male', 'Male']",1,Male,Light,190436,54491,train
363048,"['2', '1', 'Unsure']","['Male', 'Unsure', 'Male']",,Male,,190433,46657,train
461715,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,190424,43547,train
139637,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190415,7963,train
472610,"['1', '1', '2']","['Male', 'Female', 'Female']",1,Unsure,Light,190413,19940,train
216449,"['2', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,190412,37934,train
365444,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Male']",Unsure,Male,Unsure,190393,18245,train
241,"['3', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,190379,73157,train
205035,"['3', '2', '6']","['Male', 'Male', 'Male']",,Male,,190373,5946,train
490415,"['2', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,190354,55055,train
413900,"['2', '2']","['Male', 'Unsure']",2,,Light,190346,34205,train
27564,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Female', 'Unsure']",Unsure,Female,Unsure,190336,30550,train
357758,"['1', '2', '1']","['Unsure', 'Unsure', 'Male']",1,Unsure,Light,190335,29441,train
103134,"['2', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,190333,13502,train
434410,"['1', '1', '2']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,190318,34178,train
377984,"['1', 'Unsure', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,190315,14131,train
265916,"['1', '1', '3']","['Male', 'Unsure', 'Female']",1,Unsure,Light,190312,41019,train
214720,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,190306,20968,val
415856,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190304,5532,train
344548,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,190302,38074,train
521879,"['Unsure', 'Unsure', '2']","['Unsure', 'Unsure', 'Female']",Unsure,Unsure,Unsure,190297,51734,train
310553,"['Unsure', 'Unsure', '2']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,190281,22592,train
44952,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190278,10439,train
247306,"['Unsure', '3', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190272,30534,train
527616,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,190238,7895,val
97580,"['3', '5', '3']","['Unsure', 'Male', 'Male']",3,Male,Light,190231,14360,train
328462,"['3', '4']","['Female', 'Female']",,Female,,190201,53295,train
166913,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,190197,30568,train
432623,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,190193,10268,train
218476,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,190187,10891,train
426878,"['2', '3', '4']","['Female', 'Female', 'Unsure']",,Female,Light,190164,37844,train
531299,"['3', '3']","['Unsure', 'Male']",3,,Light,190161,33185,train
345507,"['3', '3', '3']","['Female', 'Female', 'Female']",3,Female,Light,190157,21101,train
221523,"['2', '4', '3']","['Male', 'Male', 'Male']",,Male,Light,190143,76320,train
138704,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190129,45266,train
553698,"['2', 'Unsure']","['Unsure', 'Male']",,,,190128,5960,train
260478,"['1', '1']","['Female', 'Unsure']",1,,Light,190124,69877,train
52703,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,190123,44074,train
551921,"['Unsure', '3', '2']","['Unsure', 'Male', 'Unsure']",,Unsure,,190122,23639,train
10104,"['2', '3', 'Unsure']","['Male', 'Male', 'Unsure']",,Male,,190109,9512,train
316795,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,190100,28418,train
35966,"['4', '3', '4']","['Male', 'Male', 'Male']",4,Male,Dark,190085,6321,train
23034,"['3', '3', '4']","['Male', 'Male', 'Male']",3,Male,Light,190083,71409,val
183650,"['1', '1']","['Unsure', 'Female']",1,,Light,190078,62725,train
402333,"['2', 'Unsure', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,190077,41419,train
468953,"['2', '2', '2']","['Male', 'Male', 'Unsure']",2,Male,Light,190065,33261,train
53580,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190057,82415,train
252745,"['Unsure', '2', 'Unsure']","['Unsure', 'Female', 'Unsure']",Unsure,Unsure,Unsure,190053,26691,train
172952,"['2', '3', '4']","['Female', 'Female', 'Female']",,Female,Light,190046,53900,train
96539,"['Unsure', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190042,14216,train
260695,"['1', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,190038,148863,train
508087,"['5', '5', '4']","['Male', 'Male', 'Male']",5,Male,Dark,190035,22970,train
421131,"['1', '2', 'Unsure']","['Male', 'Male', 'Male']",,Male,,190034,13062,train
484531,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,190032,71086,train
169800,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190023,13760,train
150558,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,190021,12582,train
186095,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,190009,24974,train
219848,"['2', '3', '2']","['Female', 'Female', 'Female']",2,Female,Light,189987,59804,train
313733,"['Unsure', '2']","['Unsure', 'Male']",,,,189982,23615,train
537991,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,189976,89208,val
187857,"['Unsure', '2', '1']","['Male', 'Male', 'Male']",,Male,,189920,24109,train
44312,"['5', '3', 'Unsure']","['Male', 'Unsure', 'Unsure']",,Unsure,,189906,6144,train
176257,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,189894,74973,train
385078,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,189877,6107,train
10014,"['5', '6', '6']","['Unsure', 'Male', 'Male']",6,Male,Dark,189863,33470,train
334085,"['1', '1', '2']","['Female', 'Unsure', 'Male']",1,Unsure,Light,189848,10115,train
363875,"['3', '3', '4']","['Male', 'Male', 'Male']",3,Male,Light,189840,48755,val
572296,"['5', '5', '5']","['Male', 'Male', 'Male']",5,Male,Dark,189836,55922,train
204853,"['4', '3', '4']","['Female', 'Female', 'Female']",4,Female,Dark,189815,21656,train
164899,"['2', '3', '2']","['Female', 'Unsure', 'Unsure']",2,Unsure,Light,189794,23495,train
118970,"['1', '2', '1']","['Unsure', 'Male', 'Unsure']",1,Unsure,Light,189791,27524,train
7149,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,189789,48191,train
333018,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189783,10810,train
472160,"['3', '3', '2']","['Male', 'Unsure', 'Unsure']",3,Unsure,Light,189778,30036,train
314757,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189765,44441,train
23741,"['Unsure', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189748,20141,train
444028,"['3', '1', '2']","['Male', 'Male', 'Male']",,Male,Light,189734,15899,train
188735,"['4', '3']","['Male', 'Male']",,Male,,189722,9027,train
446835,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189718,93109,train
342367,"['2', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,189717,22562,val
395388,"['4', '1', '3']","['Male', 'Male', 'Male']",,Male,,189714,34817,val
104625,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189685,14460,train
284698,"['2', '2', '3', '2', '2']","['Male', 'Male', 'Male', 'Male', 'Male']",2,Male,Light,189674,19042,val
561670,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189654,9205,train
441862,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,189644,103225,train
258911,"['2', '1', 'Unsure', '1', '2']","['Female', 'Female', 'Unsure', 'Female', 'Female']",2,Female,Light,189642,13901,val
466229,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189624,85542,train
383229,"['5', '3', '2']","['Male', 'Unsure', 'Male']",,Male,,189616,25745,train
400010,"['Unsure', '2']","['Female', 'Female']",,Female,,189601,42837,train
362122,"['Unsure', '3', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,189574,16692,train
350930,"['2', '4', '4']","['Male', 'Unsure', 'Male']",4,Male,Dark,189565,38972,train
353180,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,189561,10164,val
148282,"['2', '1', '3']","['Male', 'Female', 'Unsure']",,Unsure,Light,189539,6937,train
301937,"['Unsure', '1', '3']","['Female', 'Female', 'Unsure']",,Female,,189525,5524,train
81035,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,189518,72574,train
43133,"['4', '4', '5']","['Male', 'Male', 'Male']",4,Male,Dark,189511,15007,train
545268,"['3', '3', '2']","['Male', 'Male', 'Male']",3,Male,Light,189505,45862,train
141821,"['2', '2', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,189502,30202,val
83065,"['1', '1', 'Unsure']","['Male', 'Male', 'Male']",1,Male,Light,189493,41795,train
555898,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,189490,40965,train
361022,"['1', '2']","['Male', 'Male']",,Male,,189486,60580,train
61862,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,189463,16132,train
191301,"['3', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189457,19299,train
202489,"['2', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,189446,13723,train
444199,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,189426,43238,train
20342,"['1', '1']","['Male', 'Male']",1,Male,Light,189417,28444,train
566436,"['Unsure', '2', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,189415,51008,val
364205,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,189413,8070,train
168781,"['3', '3', '2']","['Female', 'Female', 'Female']",3,Female,Light,189407,24266,train
313093,"['3', '1', '3']","['Male', 'Female', 'Male']",3,Unsure,Light,189403,77280,train
27610,"['1', '3', '2']","['Unsure', 'Unsure', 'Male']",,Unsure,Light,189397,77140,train
115772,"['Unsure', '2', '4']","['Unsure', 'Female', 'Unsure']",,Unsure,,189381,8322,train
3001,"['Unsure', '2', '3']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,189374,16668,train
196490,"['3', '2', 'Unsure']","['Male', 'Male', 'Unsure']",,Male,,189366,15616,train
387850,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,189362,52556,train
512479,"['4', '2', '3']","['Female', 'Female', 'Unsure']",,Female,Light,189322,24362,train
519387,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,189318,10405,train
133690,"['1', '3', '2']","['Female', 'Female', 'Female']",,Female,Light,189310,76374,train
405166,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,189293,7442,train
396972,"['2', '3', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",,Unsure,,189289,6666,train
359238,"['3', '4', '3']","['Male', 'Male', 'Male']",3,Male,Light,189288,125292,train
154877,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189285,51477,train
67785,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189283,89478,train
67131,"['2', '2', '1']","['Unsure', 'Female', 'Female']",2,Female,Light,189273,6016,train
163782,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,189255,11321,train
354241,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,189235,6095,train
98284,"['2', '2', '1']","['Male', 'Male', 'Male']",2,Male,Light,189219,133599,train
269807,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189217,25222,train
319830,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Male', 'Unsure']",Unsure,Unsure,Unsure,189208,5593,train
119876,"['2', '2', '3']","['Male', 'Male', 'Male']",2,Male,Light,189198,108081,train
225913,"['3', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,189191,27228,train
328008,"['3', '5', '3']","['Male', 'Male', 'Male']",3,Male,Light,189184,92084,train
83036,"['Unsure', 'Unsure', '2']","['Unsure', 'Female', 'Female']",Unsure,Female,Unsure,189172,16665,train
359220,"['3', '2']","['Male', 'Male']",,Male,,189162,45575,train
549220,"['Unsure', 'Unsure']","['Unsure', 'Unsure']",Unsure,Unsure,Unsure,189158,17390,val
549220,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189158,17390,val
139140,"['5', '6', '5']","['Female', 'Female', 'Female']",5,Female,Dark,189148,38301,train
559665,"['2', '1']","['Male', 'Male']",,Male,,189146,22272,train
12827,"['2', '1', '1']","['Female', 'Unsure', 'Female']",1,Female,Light,189133,126070,train
291936,"['4', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189127,5526,train
392320,"['2', '5', '4']","['Male', 'Male', 'Male']",,Male,,189125,30874,train
548337,"['2', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,189099,36670,train
126606,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,189091,25046,train
34222,"['2', 'Unsure', '2']","['Male', 'Male', 'Male']",2,Male,Light,189078,6355,train
53328,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,189055,48657,train
462565,"['2', 'Unsure', '2']","['Unsure', 'Unsure', 'Male']",2,Unsure,Light,189054,9817,train
145604,"['4', '4', '2']","['Male', 'Male', 'Male']",4,Male,Dark,189041,31536,train
139077,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,189022,8669,val
190760,"['3', '2', '2']","['Female', 'Unsure', 'Male']",2,Unsure,Light,189020,44109,train
288599,"['2', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,189018,8599,train
187177,"['2', '1']","['Male', 'Male']",,Male,,189013,152995,train
173161,"['2', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188995,9594,train
571823,"['2', '1', '1']","['Female', 'Female', 'Female']",1,Female,Light,188989,25655,train
495183,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,188987,19939,train
430867,"['1', '2', '1']","['Female', 'Female', 'Female']",1,Female,Light,188986,34956,train
71918,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188982,9624,train
152702,"['Unsure', 'Unsure', 'Unsure']","['Female', 'Male', 'Female']",Unsure,Unsure,Unsure,188979,14960,train
44312,"['4', '3']","['Male', 'Male']",,Male,,188963,19416,train
445041,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,188959,20343,train
327514,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,188955,39311,train
241837,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,188950,21059,train
541924,"['Unsure', '4']","['Male', 'Female']",,Unsure,,188943,21189,train
10014,"['5', '2', '4']","['Male', 'Male', 'Male']",,Male,,188926,20437,train
504498,"['2', 'Unsure']","['Male', 'Unsure']",,,,188918,28126,train
381991,"['1', 'Unsure', 'Unsure']","['Female', 'Female', 'Female']",Unsure,Female,Unsure,188914,22267,train
165862,"['4', '4']","['Male', 'Male']",4,Male,Dark,188911,21548,train
366157,"['2', '2', '2']","['Female', 'Female', 'Unsure']",2,Female,Light,188906,12974,train
57703,"['2', '1', '2']","['Female', 'Female', 'Female']",2,Female,Light,188905,20449,train
53484,"['1', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,188901,12836,train
541897,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,188888,31589,train
288576,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,188886,8288,train
373713,"['3', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,188856,12669,train
76547,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,188853,17851,val
575882,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,188843,36945,train
8445,"['2', '1', '1']","['Unsure', 'Unsure', 'Female']",1,Unsure,Light,188825,8823,train
465973,"['4', '4', 'Unsure']","['Unsure', 'Male', 'Unsure']",4,Unsure,Dark,188823,12775,train
227806,"['2', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,188820,10714,train
395388,"['3', 'Unsure', 'Unsure']","['Male', 'Male', 'Unsure']",Unsure,Male,Unsure,188808,25694,val
66320,"['Unsure', '3', '1']","['Unsure', 'Unsure', 'Male']",,Unsure,,188794,150422,train
176180,['2'],['Unsure'],,,,188757,38402,train
194440,"['2', '3', '2']","['Male', 'Male', 'Male']",2,Male,Light,188744,12405,train
217154,"['1', '1', '2']","['Female', 'Female', 'Female']",1,Female,Light,188738,110718,train
183914,"['2', '2']","['Male', 'Male']",2,Male,Light,188736,76307,train
253386,"['Unsure', 'Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188730,7729,val
164924,"['3', '2', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,188705,125220,train
301397,"['2', '1', '2']","['Male', 'Male', 'Male']",2,Male,Light,188704,91027,train
136285,"['1', '1', '2']","['Male', 'Male', 'Male']",1,Male,Light,188672,13574,train
447089,"['3', '2', '4']","['Female', 'Female', 'Female']",,Female,Light,188668,16713,train
426342,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,188666,25456,train
500477,"['2', '1', '2']","['Unsure', 'Unsure', 'Unsure']",2,Unsure,Light,188664,42903,val
295097,"['Unsure', '1', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188645,57600,train
536158,"['2', '1']","['Male', 'Male']",,Male,,188643,16767,train
280710,"['1', 'Unsure', 'Unsure']","['Female', 'Female', 'Unsure']",Unsure,Female,Unsure,188637,8173,val
484279,"['4', '4', '4']","['Male', 'Male', 'Male']",4,Male,Dark,188631,5543,train
92985,"['Unsure', '3', '5']","['Unsure', 'Female', 'Unsure']",,Unsure,,188624,54275,train
8690,"['3', '3', '1']","['Female', 'Female', 'Female']",3,Female,Light,188617,45000,val
492885,"['4', '3', '2']","['Male', 'Male', 'Male']",,Male,Light,188615,8461,train
386589,"['1', '1', '2']","['Female', 'Unsure', 'Female']",1,Female,Light,188611,7030,train
401552,"['1', '1', '1']","['Male', 'Male', 'Male']",1,Male,Light,188584,25350,train
485758,"['2', '2', '1']","['Female', 'Female', 'Female']",2,Female,Light,188556,11809,train
142386,"['1', '2', '2']","['Male', 'Unsure', 'Male']",2,Male,Light,188547,7436,train
202489,"['1', '2', '2']","['Male', 'Male', 'Male']",2,Male,Light,188539,36557,train
322056,"['2', '3']","['Male', 'Male']",,Male,,188505,57904,train
397903,"['3', '2', '2']","['Unsure', 'Unsure', 'Female']",2,Unsure,Light,188494,28458,train
53529,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188490,15838,val
414917,"['Unsure', 'Unsure', 'Unsure']","['Male', 'Unsure', 'Male']",Unsure,Male,Unsure,188481,8692,train
293221,"['3', '3', '3']","['Male', 'Male', 'Male']",3,Male,Light,188471,8619,train
15596,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188467,5654,train
34471,"['2', '4', '1']","['Male', 'Male', 'Male']",,Male,,188455,8684,train
394460,"['2', '4', '2']","['Female', 'Female', 'Female']",2,Female,Light,188448,5502,train
471756,"['4', '4', '3']","['Male', 'Male', 'Male']",4,Male,Dark,188447,23683,val
96288,"['2', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,188444,14803,train
196706,"['Unsure', 'Unsure', 'Unsure']","['Unsure', 'Unsure', 'Unsure']",Unsure,Unsure,Unsure,188415,44662,train
19032,"['1', '4', '4']","['Female', 'Female', 'Female']",4,Female,Dark,188395,24793,train
99874,"['1', '2', '3']","['Unsure', 'Female', 'Female']",,Female,Light,188385,158896,train
417849,"['1', 'Unsure', 'Unsure']","['Male', 'Male', 'Male']",Unsure,Male,Unsure,188380,12021,train
245432,"['3', '2', '3']","['Male', 'Male', 'Male']",3,Male,Light,188356,14115,train
395180,"['Unsure', 'Unsure', '1']","['Male', 'Female', 'Male']",Unsure,,Unsure,188349,16093,val
6033,"['6', '6', '6']","['Male', 'Male', 'Male']",6,Male,Dark,188348,36426,train
452618,"['1', '2', '3']","['Female', 'Female', 'Female']",,Female,Light,188334,93999,train
80932,"['2', '1', '1']","['Unsure', 'Unsure', 'Unsure']",1,Unsure,Light,188312,53450,val
436252,"['2', '3', '3']","['Female', 'Male', 'Unsure']",3,Unsure,Light,188311,13314,train
357978,"['1', '2', '2']","['Female', 'Female', 'Female']",2,Female,Light,188309,12645,val
463865,"['1', '2', '1']","['Female', 'Unsure', 'Unsure']",1,Unsure,Light,188287,20683,train
97800,"['2', '2', '3']","['Female', 'Female', 'Female']",2,Female,Light,188285,79736,train
393777,"['1', '1', '1']","['Unsure', 'Unsure', 'Male']",1,Unsure,Light,188284,13330,train
